device_id,device_name,device_type,timestamp,temperature,humidity,distance,motion,servo_state,led_states,tx_bytes,rx_bytes,connections,status,alert_type,severity,label
led-green-001,Green LED Indicator,actuator,2025-01-01 17:41:42,,,,,,"{'red_led': np.True_, 'green_led': np.False_}",0,0,0,online,none,none,normal
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 22:53:50,18.33,41.5,38.35,False,,,0,0,0,online,none,none,normal
led-red-001,Red LED Indicator,actuator,2025-01-01 16:25:13,,,,,,"{'red_led': np.False_, 'green_led': np.True_}",0,0,0,online,none,none,normal
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 17:15:18,26.68,77.71,96.14,False,,,0,0,0,online,none,none,normal
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 14:17:43,20.82,73.17,124.37,False,,,0,0,0,online,none,none,normal
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 02:32:05,24.41,57.22,122.27,False,,,0,0,0,online,none,none,normal
esp32-001,ESP32 Main Controller,esp32,2025-01-01 20:41:47,18.61,42.35,89.51,False,open,"{'red_led': np.False_, 'green_led': np.False_}",3730,2086,1,online,none,none,normal
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 23:57:43,24.15,69.39,137.26,False,,,0,0,0,online,none,none,normal
esp32-001,ESP32 Main Controller,esp32,2025-01-01 16:49:45,24.91,47.78,93.31,True,open,"{'red_led': np.False_, 'green_led': np.False_}",9874,5968,3,online,temperature_anomaly,medium,anomaly
led-green-001,Green LED Indicator,actuator,2025-01-01 16:40:54,,,,,,"{'red_led': np.True_, 'green_led': np.True_}",0,0,0,online,none,none,normal
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 04:31:16,30.7,66.56,144.25,False,,,0,0,0,online,temperature_anomaly,medium,anomaly
led-green-001,Green LED Indicator,actuator,2025-01-01 14:06:14,,,,,,"{'red_led': np.False_, 'green_led': np.False_}",0,0,0,online,none,none,normal
esp32-001,ESP32 Main Controller,esp32,2025-01-01 13:09:49,18.37,40.6,167.1,False,open,"{'red_led': np.True_, 'green_led': np.True_}",1844,3134,4,online,none,none,normal
esp32-001,ESP32 Main Controller,esp32,2025-01-01 05:41:06,22.32,71.28,51.9,True,moving,"{'red_led': np.True_, 'green_led': np.False_}",3686,4557,3,online,none,none,normal
esp32-001,ESP32 Main Controller,esp32,2025-01-01 16:42:40,31.92,66.45,77.8,False,moving,"{'red_led': np.True_, 'green_led': np.False_}",6396,5579,1,online,none,none,normal
led-green-001,Green LED Indicator,actuator,2025-01-01 23:50:08,,,,,,"{'red_led': np.False_, 'green_led': np.False_}",0,0,0,online,none,none,normal
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 18:51:12,22.99,69.41,138.89,False,,,0,0,0,online,none,none,normal
led-red-001,Red LED Indicator,actuator,2025-01-01 20:19:22,,,,,,"{'red_led': np.True_, 'green_led': np.False_}",0,0,0,offline,none,none,normal
led-green-001,Green LED Indicator,actuator,2025-01-01 10:40:51,,,,,,"{'red_led': np.True_, 'green_led': np.False_}",0,0,0,online,none,none,normal
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 06:05:02,26.71,60.81,38.52,False,,,0,0,0,online,temperature_anomaly,medium,anomaly
led-red-001,Red LED Indicator,actuator,2025-01-01 11:55:41,,,,,,"{'red_led': np.True_, 'green_led': np.True_}",0,0,0,online,none,none,normal
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 22:01:47,30.15,55.7,34.77,False,,,0,0,0,online,none,none,normal
esp32-001,ESP32 Main Controller,esp32,2025-01-01 16:12:40,23.43,63.02,145.75,False,closed,"{'red_led': np.False_, 'green_led': np.True_}",2234,2968,2,online,none,none,normal
led-red-001,Red LED Indicator,actuator,2025-01-01 03:39:50,,,,,,"{'red_led': np.True_, 'green_led': np.False_}",0,0,0,online,temperature_anomaly,medium,anomaly
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 09:10:57,21.15,52.05,187.12,False,,,0,0,0,online,none,none,normal
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 01:44:52,27.63,51.92,103.84,False,,,0,0,0,online,motion_detected,low,anomaly
esp32-001,ESP32 Main Controller,esp32,2025-01-01 06:54:47,30.64,76.39,88.74,True,closed,"{'red_led': np.False_, 'green_led': np.True_}",8661,4174,4,online,none,none,normal
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 07:07:51,23.42,79.75,192.8,False,,,0,0,0,online,temperature_anomaly,medium,anomaly
led-red-001,Red LED Indicator,actuator,2025-01-01 23:10:39,,,,,,"{'red_led': np.False_, 'green_led': np.True_}",0,0,0,online,none,none,normal
esp32-001,ESP32 Main Controller,esp32,2025-01-01 12:35:39,21.64,42.77,116.55,False,open,"{'red_led': np.False_, 'green_led': np.True_}",4324,2123,4,online,none,none,normal
esp32-001,ESP32 Main Controller,esp32,2025-01-01 13:04:44,23.72,46.96,173.64,False,moving,"{'red_led': np.False_, 'green_led': np.False_}",9027,4248,4,online,distance_alert,medium,anomaly
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 19:42:51,21.48,48.48,16.6,True,,,0,0,0,online,none,none,normal
led-red-001,Red LED Indicator,actuator,2025-01-01 15:28:56,,,,,,"{'red_led': np.False_, 'green_led': np.True_}",0,0,0,online,distance_alert,medium,anomaly
led-green-001,Green LED Indicator,actuator,2025-01-01 08:50:17,,,,,,"{'red_led': np.True_, 'green_led': np.True_}",0,0,0,online,temperature_anomaly,medium,anomaly
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 17:32:30,29.91,57.92,112.21,False,,,0,0,0,online,none,none,normal
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 02:52:34,20.53,71.97,179.42,False,,,0,0,0,online,none,none,normal
led-green-001,Green LED Indicator,actuator,2025-01-01 00:02:38,,,,,,"{'red_led': np.True_, 'green_led': np.True_}",0,0,0,online,none,none,normal
led-green-001,Green LED Indicator,actuator,2025-01-01 08:08:15,,,,,,"{'red_led': np.False_, 'green_led': np.False_}",0,0,0,offline,none,none,normal
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 11:00:01,21.87,41.5,75.09,False,,,0,0,0,online,distance_alert,medium,anomaly
led-green-001,Green LED Indicator,actuator,2025-01-01 23:05:57,,,,,,"{'red_led': np.True_, 'green_led': np.True_}",0,0,0,online,none,none,normal
led-red-001,Red LED Indicator,actuator,2025-01-01 06:18:31,,,,,,"{'red_led': np.False_, 'green_led': np.False_}",0,0,0,online,temperature_anomaly,medium,anomaly
led-green-001,Green LED Indicator,actuator,2025-01-01 07:14:11,,,,,,"{'red_led': np.True_, 'green_led': np.False_}",0,0,0,online,none,none,normal
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 17:16:29,23.09,61.78,180.39,False,,,0,0,0,online,distance_alert,medium,anomaly
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 02:34:04,21.42,74.78,52.15,False,,,0,0,0,online,temperature_anomaly,medium,anomaly
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 13:50:56,28.39,70.32,198.05,False,,,0,0,0,online,none,none,normal
led-green-001,Green LED Indicator,actuator,2025-01-01 19:04:50,,,,,,"{'red_led': np.False_, 'green_led': np.False_}",0,0,0,online,none,none,normal
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 22:24:46,28.76,79.25,139.53,False,,,0,0,0,online,none,none,normal
led-green-001,Green LED Indicator,actuator,2025-01-01 18:57:56,,,,,,"{'red_led': np.False_, 'green_led': np.True_}",0,0,0,online,none,none,normal
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 16:57:29,24.91,62.94,84.01,False,,,0,0,0,offline,none,none,normal
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 23:13:13,26.49,61.93,139.27,False,,,0,0,0,online,none,none,normal
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 13:15:49,19.09,64.42,100.98,True,,,0,0,0,online,none,none,normal
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 21:51:00,21.41,59.93,174.07,True,,,0,0,0,online,none,none,normal
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 17:39:59,31.65,61.54,192.59,False,,,0,0,0,online,none,none,normal
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 23:23:19,21.74,74.68,59.53,False,,,0,0,0,online,none,none,normal
led-red-001,Red LED Indicator,actuator,2025-01-01 00:23:48,,,,,,"{'red_led': np.True_, 'green_led': np.False_}",0,0,0,online,none,none,normal
esp32-001,ESP32 Main Controller,esp32,2025-01-01 14:33:22,18.63,59.58,171.78,False,moving,"{'red_led': np.True_, 'green_led': np.False_}",1062,4038,2,online,none,none,normal
esp32-001,ESP32 Main Controller,esp32,2025-01-01 18:19:20,27.55,45.74,108.06,False,moving,"{'red_led': np.True_, 'green_led': np.True_}",6250,3975,4,online,temperature_anomaly,medium,anomaly
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 08:21:26,22.99,45.36,50.59,False,,,0,0,0,online,none,none,normal
esp32-001,ESP32 Main Controller,esp32,2025-01-01 09:32:58,20.78,65.39,132.18,False,open,"{'red_led': np.False_, 'green_led': np.True_}",3246,9934,1,online,none,none,normal
led-red-001,Red LED Indicator,actuator,2025-01-01 22:48:11,,,,,,"{'red_led': np.True_, 'green_led': np.False_}",0,0,0,online,none,none,normal
esp32-001,ESP32 Main Controller,esp32,2025-01-01 00:14:09,18.73,50.24,194.0,False,moving,"{'red_led': np.False_, 'green_led': np.True_}",3925,3716,4,online,none,none,normal
led-green-001,Green LED Indicator,actuator,2025-01-01 11:10:52,,,,,,"{'red_led': np.True_, 'green_led': np.True_}",0,0,0,online,none,none,normal
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 11:07:11,27.57,67.32,94.51,False,,,0,0,0,online,none,none,normal
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 05:04:54,18.66,57.11,26.99,False,,,0,0,0,online,none,none,normal
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 00:14:56,23.49,52.71,185.35,False,,,0,0,0,online,temperature_anomaly,medium,anomaly
esp32-001,ESP32 Main Controller,esp32,2025-01-01 05:37:01,26.98,58.91,127.42,True,closed,"{'red_led': np.True_, 'green_led': np.False_}",2945,5461,4,online,none,none,normal
led-green-001,Green LED Indicator,actuator,2025-01-01 14:23:07,,,,,,"{'red_led': np.False_, 'green_led': np.True_}",0,0,0,online,temperature_anomaly,medium,anomaly
led-red-001,Red LED Indicator,actuator,2025-01-01 09:22:40,,,,,,"{'red_led': np.False_, 'green_led': np.False_}",0,0,0,offline,temperature_anomaly,medium,anomaly
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 21:16:29,30.07,53.3,82.99,False,,,0,0,0,online,none,none,normal
led-red-001,Red LED Indicator,actuator,2025-01-01 16:20:21,,,,,,"{'red_led': np.True_, 'green_led': np.False_}",0,0,0,offline,none,none,normal
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 18:12:29,29.61,78.76,176.75,False,,,0,0,0,online,none,none,normal
esp32-001,ESP32 Main Controller,esp32,2025-01-01 10:33:13,26.97,54.72,141.84,False,moving,"{'red_led': np.False_, 'green_led': np.False_}",6902,7651,3,offline,temperature_anomaly,medium,anomaly
led-green-001,Green LED Indicator,actuator,2025-01-01 01:08:18,,,,,,"{'red_led': np.True_, 'green_led': np.True_}",0,0,0,online,none,none,normal
led-red-001,Red LED Indicator,actuator,2025-01-01 19:34:48,,,,,,"{'red_led': np.True_, 'green_led': np.False_}",0,0,0,online,none,none,normal
led-green-001,Green LED Indicator,actuator,2025-01-01 03:28:57,,,,,,"{'red_led': np.True_, 'green_led': np.True_}",0,0,0,online,none,none,normal
led-red-001,Red LED Indicator,actuator,2025-01-01 12:16:44,,,,,,"{'red_led': np.True_, 'green_led': np.True_}",0,0,0,online,motion_detected,low,anomaly
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 02:37:00,27.65,45.59,149.03,False,,,0,0,0,online,distance_alert,medium,anomaly
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 21:32:34,31.15,45.76,22.71,True,,,0,0,0,online,distance_alert,medium,anomaly
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 02:56:58,29.19,75.65,95.96,False,,,0,0,0,online,none,none,normal
led-green-001,Green LED Indicator,actuator,2025-01-01 05:40:20,,,,,,"{'red_led': np.True_, 'green_led': np.False_}",0,0,0,offline,temperature_anomaly,medium,anomaly
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 17:24:08,29.14,45.78,101.22,False,,,0,0,0,online,none,none,normal
esp32-001,ESP32 Main Controller,esp32,2025-01-01 22:18:38,21.49,66.58,31.33,False,moving,"{'red_led': np.True_, 'green_led': np.True_}",9494,1273,1,online,motion_detected,low,anomaly
led-green-001,Green LED Indicator,actuator,2025-01-01 13:52:19,,,,,,"{'red_led': np.True_, 'green_led': np.True_}",0,0,0,online,none,none,normal
esp32-001,ESP32 Main Controller,esp32,2025-01-01 20:48:12,22.79,44.05,18.7,False,moving,"{'red_led': np.True_, 'green_led': np.False_}",9286,3656,1,online,none,none,normal
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 19:22:47,27.72,71.46,117.46,True,,,0,0,0,online,none,none,normal
led-red-001,Red LED Indicator,actuator,2025-01-01 10:50:54,,,,,,"{'red_led': np.False_, 'green_led': np.False_}",0,0,0,online,none,none,normal
led-red-001,Red LED Indicator,actuator,2025-01-01 21:28:55,,,,,,"{'red_led': np.True_, 'green_led': np.False_}",0,0,0,online,temperature_anomaly,medium,anomaly
led-green-001,Green LED Indicator,actuator,2025-01-01 11:06:01,,,,,,"{'red_led': np.False_, 'green_led': np.True_}",0,0,0,online,motion_detected,low,anomaly
led-red-001,Red LED Indicator,actuator,2025-01-01 18:45:15,,,,,,"{'red_led': np.True_, 'green_led': np.True_}",0,0,0,online,none,none,normal
led-red-001,Red LED Indicator,actuator,2025-01-01 11:55:40,,,,,,"{'red_led': np.False_, 'green_led': np.False_}",0,0,0,online,none,none,normal
led-red-001,Red LED Indicator,actuator,2025-01-01 11:22:21,,,,,,"{'red_led': np.False_, 'green_led': np.False_}",0,0,0,offline,none,none,normal
esp32-001,ESP32 Main Controller,esp32,2025-01-01 07:57:03,26.03,50.83,121.72,False,moving,"{'red_led': np.True_, 'green_led': np.True_}",2697,8225,3,online,none,none,normal
esp32-001,ESP32 Main Controller,esp32,2025-01-01 18:08:49,31.97,79.82,31.74,False,open,"{'red_led': np.False_, 'green_led': np.True_}",8648,7116,2,online,none,none,normal
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 10:21:25,18.57,55.53,18.67,True,,,0,0,0,online,none,none,normal
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 05:26:27,28.86,49.92,176.4,False,,,0,0,0,online,none,none,normal
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 03:27:39,27.46,72.57,64.22,True,,,0,0,0,online,temperature_anomaly,medium,anomaly
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 16:37:30,28.73,70.12,56.7,True,,,0,0,0,online,none,none,normal
esp32-001,ESP32 Main Controller,esp32,2025-01-01 02:42:25,18.07,46.64,167.63,False,closed,"{'red_led': np.True_, 'green_led': np.False_}",9253,7499,1,online,none,none,normal
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 21:48:11,22.46,69.32,11.59,False,,,0,0,0,online,none,none,normal
led-red-001,Red LED Indicator,actuator,2025-01-01 10:54:15,,,,,,"{'red_led': np.False_, 'green_led': np.False_}",0,0,0,online,none,none,normal
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 06:41:16,24.86,68.27,199.01,False,,,0,0,0,online,temperature_anomaly,medium,anomaly
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 12:57:24,19.85,57.53,11.59,True,,,0,0,0,online,none,none,normal
led-green-001,Green LED Indicator,actuator,2025-01-01 07:16:29,,,,,,"{'red_led': np.True_, 'green_led': np.True_}",0,0,0,online,distance_alert,medium,anomaly
led-red-001,Red LED Indicator,actuator,2025-01-01 03:09:31,,,,,,"{'red_led': np.True_, 'green_led': np.True_}",0,0,0,online,none,none,normal
led-green-001,Green LED Indicator,actuator,2025-01-01 09:52:04,,,,,,"{'red_led': np.True_, 'green_led': np.False_}",0,0,0,online,none,none,normal
led-green-001,Green LED Indicator,actuator,2025-01-01 22:59:26,,,,,,"{'red_led': np.True_, 'green_led': np.True_}",0,0,0,online,none,none,normal
led-red-001,Red LED Indicator,actuator,2025-01-01 09:58:27,,,,,,"{'red_led': np.False_, 'green_led': np.True_}",0,0,0,online,temperature_anomaly,medium,anomaly
led-green-001,Green LED Indicator,actuator,2025-01-01 12:01:20,,,,,,"{'red_led': np.True_, 'green_led': np.True_}",0,0,0,online,none,none,normal
led-green-001,Green LED Indicator,actuator,2025-01-01 13:10:12,,,,,,"{'red_led': np.False_, 'green_led': np.True_}",0,0,0,online,temperature_anomaly,medium,anomaly
esp32-001,ESP32 Main Controller,esp32,2025-01-01 14:19:43,26.47,50.07,174.99,False,closed,"{'red_led': np.False_, 'green_led': np.True_}",2295,8035,1,online,none,none,normal
esp32-001,ESP32 Main Controller,esp32,2025-01-01 17:08:41,30.33,49.57,189.64,False,closed,"{'red_led': np.False_, 'green_led': np.True_}",9198,4726,4,online,none,none,normal
led-red-001,Red LED Indicator,actuator,2025-01-01 08:13:11,,,,,,"{'red_led': np.False_, 'green_led': np.True_}",0,0,0,online,none,none,normal
led-red-001,Red LED Indicator,actuator,2025-01-01 12:11:56,,,,,,"{'red_led': np.True_, 'green_led': np.False_}",0,0,0,online,temperature_anomaly,medium,anomaly
esp32-001,ESP32 Main Controller,esp32,2025-01-01 11:39:05,31.71,52.58,62.45,False,open,"{'red_led': np.False_, 'green_led': np.True_}",2146,8881,2,online,none,none,normal
led-red-001,Red LED Indicator,actuator,2025-01-01 04:15:18,,,,,,"{'red_led': np.False_, 'green_led': np.False_}",0,0,0,online,none,none,normal
led-red-001,Red LED Indicator,actuator,2025-01-01 19:53:08,,,,,,"{'red_led': np.True_, 'green_led': np.True_}",0,0,0,online,none,none,normal
led-red-001,Red LED Indicator,actuator,2025-01-01 18:33:15,,,,,,"{'red_led': np.True_, 'green_led': np.True_}",0,0,0,offline,none,none,normal
led-green-001,Green LED Indicator,actuator,2025-01-01 21:05:50,,,,,,"{'red_led': np.True_, 'green_led': np.True_}",0,0,0,online,none,none,normal
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 15:03:19,22.57,74.58,180.02,False,,,0,0,0,online,none,none,normal
led-red-001,Red LED Indicator,actuator,2025-01-01 20:43:34,,,,,,"{'red_led': np.True_, 'green_led': np.False_}",0,0,0,online,none,none,normal
led-green-001,Green LED Indicator,actuator,2025-01-01 22:57:54,,,,,,"{'red_led': np.True_, 'green_led': np.False_}",0,0,0,online,none,none,normal
led-green-001,Green LED Indicator,actuator,2025-01-01 17:31:22,,,,,,"{'red_led': np.True_, 'green_led': np.False_}",0,0,0,online,none,none,normal
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 20:08:42,20.72,48.29,81.97,True,,,0,0,0,online,none,none,normal
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 06:57:00,26.8,58.47,80.92,False,,,0,0,0,online,none,none,normal
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 16:27:46,24.53,49.16,60.32,False,,,0,0,0,online,temperature_anomaly,medium,anomaly
esp32-001,ESP32 Main Controller,esp32,2025-01-01 04:10:33,20.54,50.1,118.63,True,open,"{'red_led': np.True_, 'green_led': np.False_}",5507,6794,3,online,none,none,normal
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 22:58:38,22.97,56.09,117.1,False,,,0,0,0,online,none,none,normal
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 18:13:44,28.72,75.77,79.92,False,,,0,0,0,online,none,none,normal
led-green-001,Green LED Indicator,actuator,2025-01-01 04:44:45,,,,,,"{'red_led': np.False_, 'green_led': np.True_}",0,0,0,online,temperature_anomaly,medium,anomaly
led-green-001,Green LED Indicator,actuator,2025-01-01 00:24:55,,,,,,"{'red_led': np.True_, 'green_led': np.False_}",0,0,0,online,none,none,normal
led-red-001,Red LED Indicator,actuator,2025-01-01 01:40:42,,,,,,"{'red_led': np.False_, 'green_led': np.False_}",0,0,0,online,none,none,normal
led-green-001,Green LED Indicator,actuator,2025-01-01 11:34:43,,,,,,"{'red_led': np.True_, 'green_led': np.False_}",0,0,0,online,none,none,normal
led-green-001,Green LED Indicator,actuator,2025-01-01 07:04:22,,,,,,"{'red_led': np.False_, 'green_led': np.False_}",0,0,0,online,motion_detected,low,anomaly
led-red-001,Red LED Indicator,actuator,2025-01-01 00:30:49,,,,,,"{'red_led': np.True_, 'green_led': np.False_}",0,0,0,online,none,none,normal
led-green-001,Green LED Indicator,actuator,2025-01-01 15:43:21,,,,,,"{'red_led': np.True_, 'green_led': np.False_}",0,0,0,online,none,none,normal
esp32-001,ESP32 Main Controller,esp32,2025-01-01 11:12:43,30.08,50.14,168.03,False,closed,"{'red_led': np.False_, 'green_led': np.True_}",3645,6587,1,online,none,none,normal
led-red-001,Red LED Indicator,actuator,2025-01-01 13:49:24,,,,,,"{'red_led': np.False_, 'green_led': np.False_}",0,0,0,online,temperature_anomaly,medium,anomaly
led-red-001,Red LED Indicator,actuator,2025-01-01 08:28:11,,,,,,"{'red_led': np.True_, 'green_led': np.False_}",0,0,0,online,none,none,normal
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 20:08:32,23.56,77.07,183.59,False,,,0,0,0,online,none,none,normal
led-red-001,Red LED Indicator,actuator,2025-01-01 15:37:28,,,,,,"{'red_led': np.True_, 'green_led': np.False_}",0,0,0,online,none,none,normal
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 08:50:14,18.19,49.22,88.97,False,,,0,0,0,online,none,none,normal
led-red-001,Red LED Indicator,actuator,2025-01-01 00:39:57,,,,,,"{'red_led': np.True_, 'green_led': np.True_}",0,0,0,online,none,none,normal
led-red-001,Red LED Indicator,actuator,2025-01-01 14:48:17,,,,,,"{'red_led': np.True_, 'green_led': np.False_}",0,0,0,online,distance_alert,medium,anomaly
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 20:34:15,19.06,64.13,55.03,True,,,0,0,0,online,none,none,normal
led-red-001,Red LED Indicator,actuator,2025-01-01 06:09:08,,,,,,"{'red_led': np.False_, 'green_led': np.True_}",0,0,0,online,temperature_anomaly,medium,anomaly
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 08:09:17,30.7,64.61,126.85,False,,,0,0,0,online,none,none,normal
led-green-001,Green LED Indicator,actuator,2025-01-01 04:30:31,,,,,,"{'red_led': np.False_, 'green_led': np.True_}",0,0,0,online,temperature_anomaly,medium,anomaly
led-green-001,Green LED Indicator,actuator,2025-01-01 20:25:39,,,,,,"{'red_led': np.False_, 'green_led': np.True_}",0,0,0,online,none,none,normal
led-red-001,Red LED Indicator,actuator,2025-01-01 10:45:43,,,,,,"{'red_led': np.False_, 'green_led': np.True_}",0,0,0,offline,none,none,normal
led-red-001,Red LED Indicator,actuator,2025-01-01 19:22:29,,,,,,"{'red_led': np.False_, 'green_led': np.True_}",0,0,0,online,temperature_anomaly,medium,anomaly
led-red-001,Red LED Indicator,actuator,2025-01-01 22:56:13,,,,,,"{'red_led': np.False_, 'green_led': np.True_}",0,0,0,online,none,none,normal
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 19:07:54,25.64,58.28,158.52,False,,,0,0,0,offline,temperature_anomaly,medium,anomaly
led-green-001,Green LED Indicator,actuator,2025-01-01 01:00:16,,,,,,"{'red_led': np.False_, 'green_led': np.True_}",0,0,0,online,none,none,normal
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 02:42:07,19.25,76.45,124.66,False,,,0,0,0,online,none,none,normal
led-red-001,Red LED Indicator,actuator,2025-01-01 12:19:59,,,,,,"{'red_led': np.False_, 'green_led': np.True_}",0,0,0,online,none,none,normal
led-red-001,Red LED Indicator,actuator,2025-01-01 12:18:06,,,,,,"{'red_led': np.True_, 'green_led': np.True_}",0,0,0,online,none,none,normal
led-red-001,Red LED Indicator,actuator,2025-01-01 00:45:44,,,,,,"{'red_led': np.True_, 'green_led': np.False_}",0,0,0,online,none,none,normal
esp32-001,ESP32 Main Controller,esp32,2025-01-01 13:51:38,29.77,44.65,67.54,False,moving,"{'red_led': np.True_, 'green_led': np.True_}",3569,5607,3,online,distance_alert,medium,anomaly
led-green-001,Green LED Indicator,actuator,2025-01-01 23:11:56,,,,,,"{'red_led': np.False_, 'green_led': np.False_}",0,0,0,online,none,none,normal
led-red-001,Red LED Indicator,actuator,2025-01-01 03:24:42,,,,,,"{'red_led': np.True_, 'green_led': np.False_}",0,0,0,online,none,none,normal
led-red-001,Red LED Indicator,actuator,2025-01-01 06:46:49,,,,,,"{'red_led': np.False_, 'green_led': np.True_}",0,0,0,online,none,none,normal
led-red-001,Red LED Indicator,actuator,2025-01-01 08:40:14,,,,,,"{'red_led': np.True_, 'green_led': np.True_}",0,0,0,offline,none,none,normal
led-green-001,Green LED Indicator,actuator,2025-01-01 18:43:47,,,,,,"{'red_led': np.True_, 'green_led': np.True_}",0,0,0,online,temperature_anomaly,medium,anomaly
led-green-001,Green LED Indicator,actuator,2025-01-01 16:26:29,,,,,,"{'red_led': np.True_, 'green_led': np.False_}",0,0,0,online,none,none,normal
led-green-001,Green LED Indicator,actuator,2025-01-01 20:00:29,,,,,,"{'red_led': np.False_, 'green_led': np.True_}",0,0,0,online,motion_detected,low,anomaly
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 02:04:18,24.04,70.05,97.74,False,,,0,0,0,online,distance_alert,medium,anomaly
esp32-001,ESP32 Main Controller,esp32,2025-01-01 11:23:14,27.36,67.8,144.67,True,moving,"{'red_led': np.False_, 'green_led': np.True_}",4673,9724,2,online,none,none,normal
esp32-001,ESP32 Main Controller,esp32,2025-01-01 22:04:22,24.93,59.26,54.96,False,closed,"{'red_led': np.True_, 'green_led': np.False_}",5286,6766,3,offline,temperature_anomaly,medium,anomaly
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 05:56:33,23.26,49.87,110.24,False,,,0,0,0,online,none,none,normal
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 02:51:05,26.96,54.17,191.74,False,,,0,0,0,online,none,none,normal
ultrasonic-001,Ultrasonic Distance Sensor,sensor,2025-01-01 09:03:16,28.24,48.54,128.51,False,,,0,0,0,offline,none,none,normal
led-red-001,Red LED Indicator,actuator,2025-01-01 05:32:37,,,,,,"{'red_led': np.False_, 'green_led': np.True_}",0,0,0,online,distance_alert,medium,anomaly
led-green-001,Green LED Indicator,actuator,2025-01-01 16:35:19,,,,,,"{'red_led': np.False_, 'green_led': np.True_}",0,0,0,offline,none,none,normal
dht22-001,DHT22 Temperature/Humidity Sensor,sensor,2025-01-01 20:47:31,27.95,66.54,88.48,True,,,0,0,0,online,none,none,normal
